i	x	y	z	x+dif	y+dif	z+dif	xdif	ydif	zdif
202	-8718.38071363	-3522.45445512	0.0	-8670.44832392	-3559.08340924	-40.1379708755	47.93238971693489	-36.62895412110716	-40.137970875509524
203	-8541.7920496	-3625.77561035	0.0	-8573.78954258	-3613.98009007	58.9590526829	-31.997492977816506	11.795520279704007	58.95905268294507
204	-8362.66248124	-3723.2972222	0.0	-8360.34332279	-3810.61813733	93.2806313769	2.319158457498034	-87.32091512999062	93.28063137692007
205	-8181.43444363	-3815.06553576	0.0	-8114.73040401	-3790.84011935	89.9096751625	66.70403961782668	24.22541640856022	89.90967516249654
206	-7998.53242619	-3901.14492495	0.0	-7926.83503093	-3971.43425579	40.1509283561	71.6973952642098	-70.28933083446682	40.15092835605097
207	-7814.36175618	-3981.61618633	0.0	-7913.11913304	-3998.9358125	-63.8700061267	-98.75737686341076	-17.31962617064775	-63.87000612665305
208	-7629.30765721	-4056.57483838	0.0	-7701.27461562	-4146.2525763	93.0885959919	-71.96695841024862	-89.67773792028373	93.0885959919267
209	-7443.73456599	-4126.12944654	0.0	-7526.41261051	-4079.90289721	-24.2556374418	-82.67804451765019	46.22654933283002	-24.255637441823836
210	-7257.98568826	-4190.39999089	0.0	-7168.53027	-4217.15109362	64.7700129138	89.45541825653595	-26.751102725060832	64.77001291383692
211	-7072.38277349	-4249.51629128	0.0	-7117.87295082	-4295.74491286	-17.2109055571	-45.49017733640299	-46.228621578308804	-17.210905557065658
212	-6887.22608708	-4303.61650149	0.0	-6933.01625695	-4266.01627383	-79.811457526	-45.79016987441615	37.60022765788585	-79.81145752604829
213	-6702.79455845	-4352.8456819	0.0	-6714.16952112	-4342.91878145	-76.9764828269	-11.374962675113068	9.92690044762854	-76.97648282693656
214	-6519.34608355	-4397.3544576	0.0	-6475.08169402	-4353.63783986	88.8882547583	44.26438953092145	43.716617734482895	88.88825475826701
215	-6337.11796086	-4437.29776672	0.0	-6280.93799435	-4393.09702118	77.3012763261	56.179966506038284	44.20074553790968	77.30127632609037
216	-6156.32744077	-4472.83370205	0.0	-6202.51639265	-4493.92015924	-32.722332031	-46.18895188227612	-21.0864571981257	-32.722332030988156
217	-5977.17236923	-4504.122447	0.0	-6011.73557799	-4537.30090111	33.279788983	-34.563208757021386	-33.17845411197182	33.279788982988634
218	-5799.83190798	-4531.32530586	0.0	-5815.95948035	-4602.49913274	-33.9853747932	-16.12757236531293	-71.17382687649918	-33.985374793243324
219	-5624.46731478	-4554.60382674	0.0	-5682.83825066	-4650.83908577	-84.2657301969	-58.37093588212918	-96.2352590358115	-84.26573019686776
220	-5451.22276879	-4574.11901476	0.0	-5463.69446605	-4573.3482238	25.0523450645	-12.471697257518443	0.7707909585059127	25.05234506447289
221	-5280.22622749	-4590.03063222	0.0	-5300.87445182	-4619.3792118	91.8385274447	-20.648224337953863	-29.34857958091608	91.83852744471142
222	-5111.59030307	-4602.49658168	0.0	-5032.88228977	-4542.8416658	-79.0473713432	78.70801329497095	59.654915872127646	-79.04737134319134
223	-4945.41314779	-4611.6723675	0.0	-5021.02817362	-4526.87237497	25.6324285168	-75.61502582725731	84.79999252944933	25.632428516777978
224	-4781.77933892	-4617.7106312	0.0	-4850.70402649	-4710.18469545	64.6809339709	-68.92468757265569	-92.47406425216957	64.6809339708883
225	-4620.76075542	-4620.76075542	0.0	-4616.52790341	-4709.48482764	91.807214057	4.232852002227631	-88.7240722281271	91.8072140570014
226	-4462.41743961	-4620.9685315	0.0	-4534.72166672	-4571.85600913	88.8176919545	-72.30422711296836	49.11252237322245	88.81769195450167
227	-4306.79843828	-4618.4758856	0.0	-4266.13263643	-4685.69812115	-73.3571527151	40.665801848568236	-67.22223555877173	-73.35715271507948
228	-4153.94261865	-4613.42065815	0.0	-4128.30752796	-4637.7435854	-8.75804360788	25.63509068520287	-24.322927243399818	-8.758043607881532
229	-4003.87945551	-4605.93643194	0.0	-3969.94671753	-4671.94003422	62.3670700234	33.93273797920219	-66.00360228610586	62.36707002335885
230	-3856.62978687	-4596.1524038	0.0	-3888.01611737	-4570.14780933	44.7973344832	-31.386330503593427	26.00459446735563	44.797334483218236
231	-3712.20653595	-4584.19329572	0.0	-3672.65917239	-4594.36749437	-72.2554191102	39.54736356129817	-10.174198655098479	-72.25541911018973
232	-3570.6153982	-4570.1793007	0.0	-3603.19720366	-4523.94947121	50.8869848895	-32.58180546861071	46.22982949242558	50.88698488948421
233	-3431.85549238	-4554.22605971	0.0	-3433.46603119	-4506.39149275	53.7230690903	-1.6105388190850363	47.83456695549896	53.72306909033611
234	-3295.9199755	-4536.4446656	0.0	-3352.40010047	-4492.87519649	55.7284812339	-56.48012496052377	43.56946911877944	55.72848123391191
235	-3162.79662159	-4516.94169086	0.0	-3201.16235238	-4426.36332502	-76.2581728568	-38.365730786397044	90.57836583773081	-76.25817285677836
236	-3032.4683646	-4495.81923561	0.0	-3119.56833608	-4526.02607304	31.2565651956	-87.09997147361537	-30.206837426315474	31.256565195619714
237	-2904.91380635	-4473.1749933	0.0	-2811.8159013	-4466.61739122	38.7899696581	93.09790505486274	6.55760207884164	38.78996965811382
238	-2780.10769019	-4449.10233106	0.0	-2835.76649903	-4415.57736398	82.4063081874	-55.65880884850471	33.5249670750963	82.40630818741363
239	-2658.02134159	-4423.69038245	0.0	-2664.36766177	-4343.15878799	-89.4182659429	-6.3463201825064885	80.53159446557851	-89.41826594290896
240	-2538.62307692	-4397.0241505	0.0	-2512.87515291	-4375.10527132	89.6800557819	25.747924015345205	21.918879178706092	89.68005578192651
241	-2421.87858165	-4369.18461877	0.0	-2395.43261428	-4335.92634984	85.6820457043	26.44596737220806	33.2582689281401	85.68204570426147
242	-2307.75125942	-4340.24886902	0.0	-2280.33530791	-4299.72519425	10.7987790183	27.415951506028264	40.52367477505945	10.7987790183292
243	-2196.2025535	-4310.29020372	0.0	-2193.15696393	-4384.68766374	-98.4672140146	3.0455895726570787	-74.39746002209866	-98.46721401460053
244	-2087.19224204	-4279.37827198	0.0	-2033.08673859	-4306.11301443	35.8045515829	54.10550345489119	-26.734742446611477	35.804551582897176
245	-1980.67870861	-4247.57919792	0.0	-2055.27598025	-4282.57508635	-17.5438599523	-74.59727164369907	-34.995888429768655	-17.543859952349237
246	-1876.61918946	-4214.95571015	0.0	-1912.62036959	-4286.6042912	25.4511578663	-36.00118012754463	-71.64858105249849	25.451157866285996
247	-1774.9699991	-4181.56727164	0.0	-1849.97011898	-4112.68525319	0.779418841691	-75.00011987759076	68.88201845293861	0.7794188416910544
248	-1675.68673535	-4147.47020911	0.0	-1679.4583069	-4120.77098885	-37.33028351	-3.7715715520062645	26.69922026048806	-37.33028351002663
249	-1578.72446548	-4112.7178412	0.0	-1558.88532284	-4179.99493228	50.5183610063	19.83914264050827	-67.2770910881558	50.518361006261756
250	-1484.03789459	-4077.360605	0.0	-1401.92904936	-4053.18158124	-64.3638891371	82.10884523564926	24.179023762694584	-64.3638891371103
251	-1391.58151753	-4041.44618038	0.0	-1300.7062059	-4062.37345796	-92.9907673329	90.87531162733106	-20.92727758564392	-92.99076733291804
252	-1301.30975561	-4005.01961159	0.0	-1353.92828217	-3967.03702014	37.7227461993	-52.61852656864499	37.9825914567904	37.7227461993248
253	-1213.17707918	-3968.12342613	0.0	-1248.4330432	-3977.06411489	-56.6612007526	-35.25596402066704	-8.940688762721024	-56.66120075259047
254	-1127.13811723	-3930.79775024	0.0	-1198.16518916	-3956.28373053	-86.1526646254	-71.02707192777025	-25.48598028876458	-86.15266462538811
255	-1043.14775492	-3893.08042115	0.0	-1106.91559391	-3978.54907781	49.2071232447	-63.76783899490186	-85.46865665970826	49.20712324467158
256	-961.161220121	-3855.00709572	0.0	-920.177482184	-3923.78642807	-92.9688409524	40.98373793679718	-68.779332357188	-92.96884095235723
257	-881.13415985	-3816.6113554	0.0	-867.791494717	-3864.12121656	-60.7823101961	13.342665132988031	-47.509861161234745	-60.78231019614737
258	-803.022707349	-3777.92480759	0.0	-892.579392156	-3812.98106613	-2.21853352431	-89.55668480787023	-35.056258543957	-2.218533524314097
259	-726.783540713	-3738.97718312	0.0	-667.447163594	-3830.25604429	83.9914449236	59.33637711909404	-91.27886117403222	83.99144492359133
260	-652.373933745	-3699.79643004	0.0	-748.02435411	-3763.66777053	63.568872874	-95.65042036488698	-63.871340494415385	63.56887287398291
261	-579.751799722	-3660.40880363	0.0	-598.412845469	-3564.74022443	-17.0911317496	-18.661045746136054	95.66857919830102	-17.09113174955172
262	-508.87572874	-3620.83895273	0.0	-430.524774402	-3697.06226978	43.349845463	78.35095433747924	-76.2233170458541	43.34984546297332
263	-439.705019185	-3581.11000236	0.0	-357.651224016	-3527.14979655	17.2964795707	82.05379516872273	53.96020581452484	17.2964795706648
264	-372.199703916	-3541.24363281	0.0	-466.896859593	-3547.63855307	39.0316217334	-94.69715567687271	-6.394920264856793	39.03162173342341
265	-306.320571631	-3501.26015515	0.0	-230.273428508	-3407.27596085	8.02894993908	76.04714312231789	93.98419430021278	8.028949939082054
266	-242.029183904	-3461.17858339	0.0	-159.446240142	-3505.16386541	-19.6228643144	82.58294376138335	-43.98528201772214	-19.622864314376812
267	-179.287888307	-3421.01670323	0.0	-249.715578431	-3459.94627484	-94.4155771483	-70.42769012422478	-38.92957161172741	-94.4155771483231
268	-118.059828018	-3380.79113765	0.0	-45.668861084	-3328.28794379	-27.4978580228	72.3909669335722	52.503193859100435	-27.497858022754556
269	-58.3089482733	-3340.51740931	0.0	-116.799951469	-3387.05943611	-19.1722805554	-58.491003195778134	-46.542026802392414	-19.172280555385186
270	-6.06238741952e-13	-3300.21	0.0	-5.7838520442	-3397.44391111	30.4216200729	-5.78385204420313	-97.23391111442359	30.421620072872003
271	56.9014590749	-3259.88240714	0.0	97.2149338345	-3306.2994532	3.93919731527	40.313474759524524	-46.4170460665569	3.9391973152743276
272	112.429065551	-3219.54719748	0.0	131.593649624	-3229.73849025	43.5286691458	19.16458407297081	-10.191292777438306	43.52866914580457
273	166.615653468	-3179.21605814	0.0	237.453260241	-3134.72047465	45.4177446023	70.83760677255202	44.495583490781684	45.41774460232014
274	219.493259176	-3138.89984507	0.0	172.539122097	-3198.61982275	-13.4197705481	-46.95413707879843	-59.71997768021404	-13.419770548146403
275	271.093127742	-3098.60862901	0.0	224.713759514	-3091.25621481	21.5559090521	-46.379368228116945	7.35241419297401	21.555909052083777
276	321.445720713	-3058.35173912	0.0	312.292510451	-3085.69392318	0.0950294682818	-9.153210262625805	-27.34218405741224	0.09502946828176562
277	370.580725051	-3018.13780434	0.0	465.419568602	-3051.56833568	-42.8425521304	94.83884355087747	-33.430531335076125	-42.842552130443835
278	418.527063077	-2977.97479261	0.0	462.35315706	-2950.13039619	-61.3935705425	43.826093983421515	27.8443964240044	-61.393570542475004
279	465.312903298	-2937.87004799	0.0	410.058100715	-2856.13410452	-29.3869601222	-55.25480258286224	81.73594347876843	-29.38696012218051
280	510.965671967	-2897.83032588	0.0	547.907911321	-2936.00296983	-24.5451035026	36.94223935365153	-38.172643955278794	-24.545103502575373
281	555.512065266	-2857.86182629	0.0	466.696340227	-2768.35638267	97.0165214951	-88.81572503975724	89.50544361186945	97.01652149506458
282	598.978062009	-2817.97022545	0.0	574.01559363	-2806.85097493	91.5860590895	-24.962468379314444	11.1192505119309	91.58605908949869
283	641.388936758	-2778.1607056	0.0	708.934018728	-2708.49514786	-94.991446818	67.54508196946509	69.66555774552313	-94.99144681803344
284	682.769273282	-2738.43798328	0.0	759.415078936	-2703.58829495	81.03226132	76.64580565356371	34.849688330859465	81.03226132000262
285	723.142978263	-2698.80633601	0.0	677.577293564	-2646.91189993	76.5271204613	-45.56568469897135	51.894436083428815	76.52712046128039
286	762.533295194	-2659.26962757	0.0	852.750299331	-2715.51925928	78.6797654723	90.21700413661617	-56.24963171155872	78.67976547227963
287	800.962818399	-2619.83133187	0.0	886.119126527	-2679.86609322	-95.9059693772	85.15630812799506	-60.03476135539838	-95.90596937719901
288	838.453507121	-2580.49455555	0.0	853.572007759	-2657.3174003	54.8294880179	15.118500638177323	-76.82284474621753	54.82948801786091
289	875.026699631	-2541.26205933	0.0	960.334869454	-2608.67401081	0.174762875662	85.30816982224607	-67.41195148538802	0.17476287566240956
290	910.703127313	-2502.13627812	0.0	987.305885169	-2492.81236928	48.9397209424	76.60275785604327	9.323908835154413	48.93972094241036
291	945.502928681	-2463.11934014	0.0	860.116834887	-2530.30220911	-88.2560055218	-85.38609379348232	-67.18286896477359	-88.25600552178301
292	979.445663301	-2424.21308487	0.0	959.427822314	-2378.69433121	61.722342808	-20.017840987086032	45.518753662952975	61.72234280799475
293	1012.55032559	-2385.41908006	0.0	1091.17040748	-2294.01478438	35.2656378657	78.62008188541529	91.40429568153564	35.26563786568869
294	1044.83535846	-2346.73863777	0.0	958.460465887	-2442.09050121	99.054438832	-86.3748925714147	-95.35186343199975	99.0544388320128
295	1076.31866676	-2308.17282954	0.0	1087.58360795	-2379.54801466	-51.9232691058	11.264941184456575	-71.37518511804784	-51.92326910581742
296	1107.01763058	-2269.72250068	0.0	1151.51792486	-2184.22784751	34.6391733902	44.500294278926816	85.4946531679063	34.63917339023914
297	1136.94911828	-2231.38828375	0.0	1043.62896827	-2140.52940153	12.724274577	-93.32015001118874	90.85888222661251	12.724274576969563
298	1166.12949931	-2193.17061137	0.0	1219.93357496	-2102.67648976	-39.4090303634	53.80407565436599	90.49412160391063	-39.409030363434084
299	1194.57465682	-2155.06972814	0.0	1224.24722525	-2168.41056998	12.2773500399	29.672568430323366	-13.340841836086767	12.277350039864828
300	1222.3	-2117.08570209	0.0	1291.90424184	-2155.98588211	-8.28026345203	69.60424183721435	-38.900180022896436	-8.280263452027441
301	1249.32047612	-2079.21843529	0.0	1174.08712978	-2175.27163049	56.5531069751	-75.23334633827798	-96.05319520359463	56.55310697509714
302	1275.65058239	-2041.46767399	0.0	1371.76270895	-2118.97841898	73.8094154111	96.11212656063114	-77.51074498991832	73.80941541114547
303	1301.30437746	-2003.83301812	0.0	1247.67897927	-1951.5785741	13.80580053	-53.62539819836529	52.254444012454485	13.80580053004698
304	1326.29549275	-1966.31393026	0.0	1321.58924465	-1970.05164078	60.0199440653	-4.70624809854894	-3.737710520692275	60.01994406533035
305	1350.63714336	-1928.90974413	0.0	1357.22378041	-1921.56723682	-88.6878290984	6.586637041887116	7.34250730390886	-88.6878290983883
306	1374.34213888	-1891.6196725	0.0	1409.46512255	-1946.17962493	54.5671300351	35.122983665937795	-54.559952436605855	54.56713003509523
307	1397.42289375	-1854.44281476	0.0	1338.69540618	-1832.54507788	-98.9526920901	-58.72748757138921	21.89773688710413	-98.95269209005613
308	1419.89143745	-1817.37816399	0.0	1372.98603322	-1811.39246463	10.9682308313	-46.905404234710325	5.985699367061372	10.968230831316575
309	1441.75942441	-1780.42461361	0.0	1487.48121971	-1780.17296602	-96.9138205578	45.72179530040984	0.25164759160570327	-96.91382055778928
310	1463.03814354	-1743.58096367	0.0	1459.1319302	-1801.74012299	55.7464856557	-3.906213343460749	-58.15915931938393	55.74648565567222
311	1483.73852765	-1706.84592679	0.0	1404.05931295	-1698.66319429	71.1721715499	-79.6792147043825	8.182732501364683	71.1721715499448
312	1503.87116244	-1670.2181337	0.0	1546.42110861	-1688.90783374	-32.4343295364	42.54994616214225	-18.689700036197962	-32.4343295364488
313	1523.44629532	-1633.69613851	0.0	1589.67764067	-1603.69814474	17.6576033818	66.23134534968511	29.997993763663374	17.657603381825098
314	1542.47384394	-1597.27842363	0.0	1611.5500786	-1567.31482713	-11.6413665576	69.07623466456755	29.963596500733757	-11.641366557596356
315	1560.96340442	-1560.96340442	0.0	1648.10383967	-1521.39023585	-86.4939294583	87.1404352488808	39.5731685735725	-86.49392945833428
316	1578.92425941	-1524.74943359	0.0	1585.6163453	-1477.72879294	12.3243071836	6.69208588483346	47.02064064987209	12.324307183585105
317	1596.36538579	-1488.63480524	0.0	1663.73732201	-1542.76372319	-97.8960338807	67.37193621115762	-54.128917945948004	-97.89603388072618
318	1613.2954622	-1452.61775881	0.0	1621.27199825	-1527.24550129	-69.2534531059	7.9765360513191155	-74.62774247390082	-69.25345310590525
319	1629.72287627	-1416.69648266	0.0	1612.63347101	-1439.45777227	-23.5236859173	-17.089405257690288	-22.76128961694252	-23.523685917324343
320	1645.65573166	-1380.86911748	0.0	1659.3065864	-1285.46817252	-97.3053173884	13.650854739975983	95.40094496046038	-97.30531738842782
321	1661.10185483	-1345.13375955	0.0	1604.49770442	-1363.20641151	-20.7258791776	-56.604150404563654	-18.07265195797774	-20.725879177628087
322	1676.06880157	-1309.4884637	0.0	1581.52516432	-1371.91218048	-63.6401884447	-94.54363724375916	-62.42371677847578	-63.64018844468817
323	1690.56386333	-1273.93124617	0.0	1599.33338433	-1306.46963804	-20.6718800185	-91.23047900505216	-32.53839186484282	-20.67188001849341
324	1704.59407332	-1238.46008726	0.0	1628.77264987	-1224.20203624	-50.7160764626	-75.82142345553157	14.258051015510247	-50.71607646263563
325	1718.16621238	-1203.0729338	0.0	1742.68611676	-1119.35820896	0.422835538643	24.51990438608695	83.71472484295845	0.4228355386432554
326	1731.2868146	-1167.76770155	0.0	1656.81852654	-1112.83149386	-94.7949569777	-74.46828806487923	54.93620768061453	-94.79495697769931
327	1743.96217285	-1132.5422773	0.0	1681.76443133	-1145.78043052	-71.2485663055	-62.19774152667177	-13.238153221724431	-71.24856630552767
328	1756.19834397	-1097.39452102	0.0	1781.75319072	-1098.82858554	-94.1785846597	25.55484675201565	-1.4340645204812716	-94.17858465970413
329	1768.0011538	-1062.32226771	0.0	1711.85849281	-1050.71126413	18.2138872395	-56.142660994578854	11.611003583040429	18.21388723948101
330	1779.37620209	-1027.32332927	0.0	1811.51717098	-1100.47676419	-16.7790812492	32.14096889210859	-73.15343492145465	-16.779081249227445
331	1790.3288671	-992.395496111	0.0	1807.45701617	-980.712397169	-17.348011142	17.128149064955807	11.683098941325028	-17.348011142006385
332	1800.86431008	-957.53653881	0.0	1745.7452696	-929.162217379	39.6616688638	-55.11904047984346	28.374321431093563	39.66166886375768
333	1810.98747954	-922.744209543	0.0	1808.22656462	-893.483016119	-88.7813275033	-2.760914928173591	29.261193424736007	-88.78132750333792
334	1820.7031154	-888.016243483	0.0	1793.42046878	-971.553634367	22.2183901485	-27.28264662084709	-83.53739088436127	22.2183901484823
335	1830.01575283	-853.350360087	0.0	1923.82744135	-880.412537667	35.1310350492	93.81168852583599	-27.06217757973029	35.131035049199994
336	1838.92972605	-818.744264306	0.0	1833.02554605	-722.362062723	60.6640401593	-5.904180003103292	96.38220158281774	60.66404015930985
337	1847.44917193	-784.19564771	0.0	1885.15390527	-847.755697651	54.1325110081	37.704733342592874	-63.56004994133628	54.13251100811439
338	1855.57803331	-749.702189543	0.0	1887.37067237	-763.17128871	-10.2977217589	31.79263905275525	-13.469099167421675	-10.297721758940725
339	1863.32006236	-715.261557702	0.0	1899.39456803	-740.815237846	-42.6071756946	36.07450566269205	-25.553680144384572	-42.60717569459962
340	1870.67882358	-680.871409655	0.0	1905.39713792	-633.611015169	54.5220886757	34.71831434245317	47.26039448603251	54.52208867574714
341	1877.65769675	-646.529393297	0.0	1858.06378998	-673.429948571	57.084185134	-19.59390677633128	-26.90055527345072	57.08418513404939
342	1884.25987973	-612.233147747	0.0	1933.00158393	-516.609293524	84.1452799516	48.741704193269555	95.623854222412	84.14527995155203
343	1890.48839106	-577.980304087	0.0	1902.06222867	-667.044305045	75.9151005259	11.573837614959643	-89.0640009576563	75.9151005259452
344	1896.3460724	-543.768486063	0.0	1804.64925067	-581.401335405	9.58862534556	-91.69682173024782	-37.63284934179136	9.588625345556707
345	1901.83559093	-509.595310727	0.0	1915.48238667	-542.928592315	88.7330366479	13.646795736596602	-33.333281587880876	88.73303664791018
346	1906.95944146	-475.458389041	0.0	1831.37464659	-463.41259597	-69.7839088228	-75.58479486155653	12.045793071018409	-69.78390882284037
347	1911.71994847	-441.355326443	0.0	1919.7443371	-475.785269041	-0.527723974235	8.024388623196813	-34.429942598122395	-0.5277239742345046
348	1916.11926807	-407.283723371	0.0	1846.71848077	-482.973423371	-55.2838727748	-69.40078729670293	-75.68969999993422	-55.28387277482221
349	1920.15938967	-373.241175758	0.0	1862.30387038	-332.767632872	10.8840651044	-57.85551928572623	40.473542885499086	10.884065104361056
350	1923.84213765	-339.225275492	0.0	1848.85641248	-316.667619594	-2.94628638031	-74.98572517076883	22.557655897882853	-2.946286380311136
351	1927.16917285	-305.233610853	0.0	1947.75952365	-261.561173472	14.9705771746	20.590350798921733	43.67243738037408	14.970577174600592
352	1930.14199387	-271.263766913	0.0	1883.2666584	-272.752330677	39.5039840482	-46.87533546841709	-1.4885637641666847	39.50398404822039
353	1932.76193835	-237.31332593	0.0	1970.98570543	-258.818477661	-28.6109984284	38.223767079010514	-21.505151731504867	-28.610998428399043
354	1935.03018399	-203.379867704	0.0	1912.86881132	-189.833617004	58.7076609735	-22.16137267289129	13.546250700233855	58.707660973542716
355	1936.94774957	-169.460969929	0.0	1923.59772727	-266.289518314	86.1827147224	-13.350022301046465	-96.82854838485386	86.18271472241071
356	1938.51549572	-135.554208519	0.0	2022.35478249	-97.4495023962	65.5391733972	83.83928676371241	38.10470612283939	65.53917339715011
357	1939.73412567	-101.657157926	0.0	1977.00396494	-38.9916752773	55.1360850662	37.26983926867189	62.66548264845008	55.136085066232056
358	1940.60418575	-67.7673914454	0.0	1971.27075532	-92.5904424829	0.361194051392	30.666569570336122	-24.823051037433146	0.36119405139196203
359	1941.12606592	-33.8824815145	0.0	2024.34809665	-72.4141693002	46.0087384694	83.22203073402105	-38.53168778567	46.008738469364545
