,x,y,z,x+dif,y+dif,z+dif,xdif,ydif,zdif
212,-6887.22608708,-4303.61650149,0,-6824.97937078,-4242.18431208,-25.6024624553,62.2467162961411,61.4321894066991,-25.6024624553276
213,-6702.79455845,-4352.8456819,0,-6689.80265119,-4346.91765061,32.2434289776,12.9919072527196,5.92803128804005,32.2434289776423
214,-6519.34608355,-4397.3544576,0,-6593.88171699,-4472.06747977,91.5650946747,-74.5356334458645,-74.7130221777147,91.5650946747035
215,-6337.11796086,-4437.29776672,0,-6351.26755821,-4503.61251169,89.8720806517,-14.1495973470349,-66.3147449718128,89.872080651743
216,-6156.32744077,-4472.83370205,0,-6088.79310973,-4375.11609337,-75.469413244,67.534331044351,97.7176086748235,-75.4694132439547
217,-5977.17236923,-4504.122447,0,-5983.98352744,-4559.94656006,-30.4146643212,-6.81115820241101,-55.8241130648467,-30.4146643212339
218,-5799.83190798,-4531.32530586,0,-5862.08526358,-4474.23261905,-10.1968529857,-62.2533556013508,57.0926868069485,-10.196852985661
219,-5624.46731478,-4554.60382674,0,-5529.82922495,-4485.96334508,-51.9393964381,94.6380898291725,68.6404816572543,-51.9393964381214
220,-5451.22276879,-4574.11901476,0,-5382.05747031,-4609.59315881,13.6391755241,69.1652984828133,-35.4741440551445,13.6391755241012
221,-5280.22622749,-4590.03063222,0,-5259.682348,-4617.43012041,80.9881886147,20.5438794838132,-27.3994881853237,80.9881886146824
222,-5111.59030307,-4602.49658168,0,-5139.17125562,-4637.71907046,-20.4342457088,-27.5809525491936,-35.2224887784014,-20.4342457088059
223,-4945.41314779,-4611.6723675,0,-4866.41063145,-4622.39691712,49.2248491055,79.0025163394787,-10.7245496208079,49.2248491055034
224,-4781.77933892,-4617.7106312,0,-4771.69159569,-4628.44177331,64.6231473573,10.0877432326811,-10.7311421079199,64.6231473573476
225,-4620.76075542,-4620.76075542,0,-4536.04209662,-4667.26649942,-89.2684827335,84.7186587989964,-46.505744006071,-89.2684827334878
226,-4462.41743961,-4620.9685315,0,-4544.83941169,-4674.05471265,91.4568722642,-82.4219720865552,-53.0861811543232,91.4568722641731
227,-4306.79843828,-4618.4758856,0,-4274.69013764,-4537.39310206,-92.2091081814,32.1083006369391,81.082783533805,-92.2091081814372
228,-4153.94261865,-4613.42065815,0,-4062.68093751,-4533.071876,4.38107938548,91.2616811436769,80.3487821531541,4.38107938548387
229,-4003.87945551,-4605.93643194,0,-4052.72832042,-4525.11926721,-26.1751670535,-48.8488649135237,80.8171647289684,-26.1751670534636
230,-3856.62978687,-4596.1524038,0,-3877.20304535,-4551.4407697,50.0029235023,-20.5732584814047,44.7116341055044,50.0029235023015
231,-3712.20653595,-4584.19329572,0,-3720.40436125,-4604.92125589,-89.3258845025,-8.19782530382378,-20.7279601757355,-89.3258845024988
232,-3570.6153982,-4570.1793007,0,-3512.07978803,-4657.1972482,94.1917177558,58.5356101655034,-87.0179474938578,94.1917177558037
233,-3431.85549238,-4554.22605971,0,-3353.08018264,-4650.10457848,76.3989045397,78.7753097305824,-95.8785187706381,76.3989045396944
234,-3295.9199755,-4536.4446656,0,-3206.71024386,-4552.04127766,-34.06890653,89.2097316483307,-15.5966120542585,-34.0689065300455
235,-3162.79662159,-4516.94169086,0,-3122.92035465,-4471.59638047,34.8846710603,39.8762669439821,45.3453103891262,34.8846710602888
236,-3032.4683646,-4495.81923561,0,-3034.50021737,-4484.64011332,-41.7173295428,-2.03185277029796,11.1791222856175,-41.7173295427937
237,-2904.91380635,-4473.1749933,0,-2814.92466466,-4565.72479589,18.428407831,89.989141692768,-92.5498025872669,18.4284078310215
238,-2780.10769019,-4449.10233106,0,-2716.99501019,-4369.51346048,30.5913485121,63.1126799936341,79.5888705768797,30.5913485120731
239,-2658.02134159,-4423.69038245,0,-2574.23565749,-4358.61853801,-6.76141840201,83.7856841020976,65.0718444432753,-6.7614184020081
240,-2538.62307692,-4397.0241505,0,-2514.23185621,-4302.03348445,46.8645516528,24.391220714756,94.9906660520767,46.8645516527706
241,-2421.87858165,-4369.18461877,0,-2516.48215172,-4328.50620699,94.8312083424,-94.6035700655899,40.6784117780887,94.8312083423685
242,-2307.75125942,-4340.24886902,0,-2401.76074013,-4348.0694807,76.4476218893,-94.0094807161139,-7.82061167886631,76.4476218892911
243,-2196.2025535,-4310.29020372,0,-2260.26793855,-4232.25973578,0.297067625916,-64.0653850497911,78.0304679421305,0.297067625915574
244,-2087.19224204,-4279.37827198,0,-2150.40934913,-4337.55940854,60.4388302553,-63.2171070854282,-58.1811365639528,60.4388302552809
245,-1980.67870861,-4247.57919792,0,-2040.31541698,-4264.92559105,-58.2313037897,-59.636708375385,-17.346393136711,-58.2313037897049
246,-1876.61918946,-4214.95571015,0,-1936.83974639,-4278.81760493,70.816677823,-60.2205569290107,-63.8618947842586,70.8166778230339
247,-1774.9699991,-4181.56727164,0,-1709.83856972,-4119.8902102,-84.2354612073,65.1314293777713,61.6770614424394,-84.2354612072691
248,-1675.68673535,-4147.47020911,0,-1605.66817783,-4223.97892998,29.1875016838,70.018557519771,-76.5087208683345,29.187501683762
249,-1578.72446548,-4112.7178412,0,-1642.09395735,-4104.02160893,-46.2430574144,-63.3694918669587,8.6962322659795,-46.2430574143516
250,-1484.03789459,-4077.360605,0,-1484.07797398,-4009.70960147,12.8160476276,-0.040079392617415,67.6510035352838,12.8160476275952
251,-1391.58151753,-4041.44618038,0,-1349.09325911,-4069.8180283,-45.7795751521,42.4882584134873,-28.3718479233115,-45.7795751521485
252,-1301.30975561,-4005.01961159,0,-1398.68317584,-3918.97953984,-20.1242371676,-97.3734202332515,86.0400717519049,-20.1242371676153
253,-1213.17707918,-3968.12342613,0,-1293.85429087,-4050.20257541,-84.2184924,-80.6772116911897,-82.0791492843729,-84.2184924000485
254,-1127.13811723,-3930.79775024,0,-1154.31880726,-3842.35405077,-93.2776684101,-27.1806900265799,88.4436994684475,-93.2776684100623
255,-1043.14775492,-3893.08042115,0,-1039.69110546,-3868.40451933,66.707576322,3.45664945692535,24.6759018215553,66.7075763220044
256,-961.161220121,-3855.00709572,0,-922.383089773,-3773.2576006,17.7252513584,38.7781303483848,81.749495112483,17.7252513583612
257,-881.13415985,-3816.6113554,0,-826.030770668,-3890.57378304,-22.40624748,55.1033891816613,-73.9624276479309,-22.4062474799772
258,-803.022707349,-3777.92480759,0,-749.285269309,-3688.03249649,40.5823733948,53.7374380400219,89.8923111007763,40.5823733948282
259,-726.783540713,-3738.97718312,0,-696.057664425,-3728.43914097,-83.0700207143,30.7258762886025,10.5380421447242,-83.0700207143116
260,-652.373933745,-3699.79643004,0,-555.568217972,-3730.72937294,27.091790929,96.8057157724212,-30.9329428979061,27.0917909290109
261,-579.751799722,-3660.40880363,0,-585.051944294,-3591.96263487,28.2171565173,-5.30014457161438,68.4461687583672,28.2171565172687
262,-508.87572874,-3620.83895273,0,-540.610401509,-3711.00335971,95.9771066071,-31.7346727690133,-90.1644069733244,95.9771066071413
263,-439.705019185,-3581.11000236,0,-506.804921673,-3610.83132253,-99.8553770563,-67.0999024880349,-29.7213201630438,-99.8553770563326
264,-372.199703916,-3541.24363281,0,-387.938724058,-3483.98567747,45.7523067335,-15.7390201422994,57.2579553340652,45.7523067334587
265,-306.320571631,-3501.26015515,0,-232.839266121,-3587.39223849,-27.988161043,73.4813055095222,-86.1320833406678,-27.9881610430126
266,-242.029183904,-3461.17858339,0,-157.308133534,-3506.82378026,-60.7615499449,84.7210503692054,-45.6451968672722,-60.7615499449392
267,-179.287888307,-3421.01670323,0,-268.142478622,-3382.94165832,-47.4323185546,-88.8545903153895,38.0750449119213,-47.4323185546241
268,-118.059828018,-3380.79113765,0,-45.549014171,-3393.67524322,4.16445329499,72.5108138466153,-12.8841055735819,4.16445329498609
269,-58.3089482733,-3340.51740931,0,-17.9573088263,-3263.17929004,47.3565144442,40.3516394469928,77.3381192695771,47.35651444417
270,-6.06238741952E-13,-3300.21,0,34.1117940015,-3394.12129713,73.0220734223,34.111794001526,-93.9112971309043,73.0220734222784
271,56.9014590749,-3259.88240714,0,46.2447397569,-3269.64816797,-64.3307297992,-10.6567193180642,-9.76576083041425,-64.3307297992455
272,112.429065551,-3219.54719748,0,71.5883719038,-3282.78543442,-14.0019592086,-40.8406936470001,-63.2382369488362,-14.0019592086379
273,166.615653468,-3179.21605814,0,163.86522797,-3206.73300161,48.5350430751,-2.75042549847508,-27.5169434673648,48.5350430750681
274,219.493259176,-3138.89984507,0,217.497947945,-3122.0080327,-62.0155493727,-1.99531123045102,16.8918123695618,-62.0155493727091
275,271.093127742,-3098.60862901,0,223.268932578,-3068.79322575,15.8354419289,-47.8241951635575,29.8154032553403,15.8354419288522
276,321.445720713,-3058.35173912,0,237.735057411,-3143.20030053,34.5670180336,-83.710663302553,-84.8485614115796,34.5670180336238
277,370.580725051,-3018.13780434,0,451.269822596,-3064.94487321,-23.2843382286,80.6890975456935,-46.8070688671307,-23.284338228605
278,418.527063077,-2977.97479261,0,497.612996571,-3073.90942362,40.0532240073,79.0859334944222,-95.9346310107948,40.0532240073431
279,465.312903298,-2937.87004799,0,478.435548391,-2993.96562684,38.533871541,13.1226450927616,-56.0955788501745,38.5338715409931
280,510.965671967,-2897.83032588,0,446.278060083,-2837.4941787,-93.6067968959,-64.6876118840021,60.3361471737867,-93.6067968959404
281,555.512065266,-2857.86182629,0,543.499419453,-2842.39418121,17.4754918456,-12.012645813471,15.4676450807163,17.4754918455514
282,598.978062009,-2817.97022545,0,590.318882899,-2909.48163338,-24.3200413784,-8.65917911034674,-91.5114079313925,-24.3200413783696
283,641.388936758,-2778.1607056,0,543.522125909,-2716.43390313,-39.8126781671,-97.8668108497124,61.7268024764243,-39.8126781670582
284,682.769273282,-2738.43798328,0,608.475786622,-2641.47182902,-1.71818171271,-74.2934866599721,96.9661542621134,-1.71818171270624
285,723.142978263,-2698.80633601,0,762.951104912,-2757.83465634,69.5803907035,39.8081266489498,-59.0283203208284,69.5803907035183
286,762.533295194,-2659.26962757,0,795.13314767,-2737.85770735,-97.4663039916,32.599852475912,-78.5880797807208,-97.4663039915868
287,800.962818399,-2619.83133187,0,715.319476275,-2566.81570077,96.6565579521,-85.6433421238137,53.0156310928329,96.6565579520969
288,838.453507121,-2580.49455555,0,755.162321565,-2497.2482284,-10.4174481276,-83.2911855558349,83.2463271525658,-10.4174481276007
289,875.026699631,-2541.26205933,0,891.877153056,-2484.26472938,-13.961213025,16.8504534248052,56.9973299437947,-13.9612130249913
290,910.703127313,-2502.13627812,0,865.075768274,-2448.71132745,12.7845615969,-45.6273590394212,53.4249506703297,12.7845615968786
291,945.502928681,-2463.11934014,0,918.78904779,-2540.84073351,-26.2193949891,-26.7138808906197,-77.7213933696352,-26.2193949891155
292,979.445663301,-2424.21308487,0,1025.11591322,-2460.71726606,78.5300827785,45.6702499147777,-36.5041811838473,78.5300827784914
293,1012.55032559,-2385.41908006,0,1053.83931402,-2352.15520421,32.475421746,41.2889884328453,33.2638758561839,32.475421746013
294,1044.83535846,-2346.73863777,0,1072.39633589,-2438.17698618,-83.6464688386,27.5609774286837,-91.4383484014722,-83.6464688385548
295,1076.31866676,-2308.17282954,0,1029.85270697,-2381.97626568,-33.1994840913,-46.46595978735,-73.8034361321669,-33.1994840912858
296,1107.01763058,-2269.72250068,0,1196.06132968,-2358.03329008,-1.82662171091,89.0436990964928,-88.3107893993513,-1.8266217109054
297,1136.94911828,-2231.38828375,0,1198.74935807,-2191.88678805,-84.5885362044,61.8002397931283,39.501495702046,-84.5885362043881
298,1166.12949931,-2193.17061137,0,1199.27756061,-2139.82854137,-50.8327675603,33.1480613051341,53.3420699951202,-50.8327675602872
299,1194.57465682,-2155.06972814,0,1199.64858564,-2136.51847893,-88.397356292,5.07392881763651,18.5512492191016,-88.3973562920337
300,1222.3,-2117.08570209,0,1217.2726479,-2021.66266727,-59.3316468565,-5.02735209672804,95.4230348238563,-59.3316468565092
301,1249.32047612,-2079.21843529,0,1197.10938127,-2132.22630292,-18.2181214607,-52.2110948556642,-53.0078676281804,-18.218121460741
302,1275.65058239,-2041.46767399,0,1322.37031685,-2138.71083132,45.8467129153,46.7197344606475,-97.2431573347552,45.8467129153192
303,1301.30437746,-2003.83301812,0,1334.32885107,-1929.65701287,-72.9760673946,33.0244736091603,74.1760052451591,-72.9760673945832
304,1326.29549275,-1966.31393026,0,1319.69910182,-1957.90259152,48.6749613469,-6.59639092720067,8.41133874680602,48.674961346936
305,1350.63714336,-1928.90974413,0,1269.7103251,-2000.35232419,-65.2586554018,-80.926818264814,-71.4425800597968,-65.258655401821
306,1374.34213888,-1891.6196725,0,1368.36066273,-1958.87511823,-42.3498442572,-5.9814761554198,-67.255445731294,-42.3498442572315
307,1397.42289375,-1854.44281476,0,1350.21646412,-1883.27308399,-85.5700760721,-47.2064296324774,-28.830269224086,-85.5700760721057
308,1419.89143745,-1817.37816399,0,1391.93790029,-1723.51384408,-48.1406413656,-27.953537162279,93.8643199113504,-48.1406413655793
309,1441.75942441,-1780.42461361,0,1413.40106674,-1838.22881077,52.9730273793,-28.3583576640167,-57.8041971555589,52.9730273792968
310,1463.03814354,-1743.58096367,0,1477.6825271,-1794.45893217,9.98613313333,14.6443835599908,-50.8779684961352,9.98613313332906
311,1483.73852765,-1706.84592679,0,1574.19582743,-1646.34514666,2.26610063123,90.4572997718349,60.5007801258942,2.26610063122754
312,1503.87116244,-1670.2181337,0,1450.60700066,-1639.0981765,-19.6544860663,-53.2641617820986,31.1199572038283,-19.6544860662772
313,1523.44629532,-1633.69613851,0,1465.0223481,-1639.03918177,-2.45028174443,-58.4239472211281,-5.34304325792552,-2.45028174442838
314,1542.47384394,-1597.27842363,0,1545.31470065,-1613.42562896,-19.0471585432,2.84085671319112,-16.1472053370476,-19.047158543235
315,1560.96340442,-1560.96340442,0,1475.99926084,-1628.7073695,-7.43971194303,-84.9641435838704,-67.7439650783158,-7.43971194302908
316,1578.92425941,-1524.74943359,0,1622.09341578,-1490.25719254,-43.0177552825,43.169156367253,34.4922410440222,-43.0177552825475
317,1596.36538579,-1488.63480524,0,1674.58035784,-1576.14590948,-67.452258293,78.2149720476492,-87.5111042377102,-67.4522582929798
318,1613.2954622,-1452.61775881,0,1691.32788109,-1381.87501991,9.09632122978,78.0324188891082,70.742738900807,9.09632122978204
319,1629.72287627,-1416.69648266,0,1722.40419331,-1333.76516267,66.0142761204,92.6813170471192,82.9313199837765,66.014276120425
320,1645.65573166,-1380.86911748,0,1679.10551305,-1364.93469845,-30.438533434,33.4497813883079,15.934419026022,-30.4385334340237
321,1661.10185483,-1345.13375955,0,1577.60205714,-1251.39811981,-13.7890279032,-83.4997976823185,93.7356397421881,-13.7890279032475
322,1676.06880157,-1309.4884637,0,1613.91475825,-1357.25682698,16.8455779289,-62.1540433191194,-47.7683632833739,16.8455779288944
323,1690.56386333,-1273.93124617,0,1677.02565343,-1368.81165161,53.1293376806,-13.5382099041457,-94.8804054357833,53.1293376805944
324,1704.59407332,-1238.46008726,0,1611.90527134,-1205.9440527,95.5050908736,-92.6888019807818,32.5160345542237,95.5050908735567
325,1718.16621238,-1203.0729338,0,1733.722269,-1287.26108219,-54.8739370691,15.5560566232076,-84.1881483895878,-54.8739370691297
326,1731.2868146,-1167.76770155,0,1752.7697092,-1100.02520055,-1.51952193445,21.4828946019844,67.7425009917775,-1.51952193444814
327,1743.96217285,-1132.5422773,0,1688.50714596,-1084.27274257,-44.1544761705,-55.4550268967753,48.2695347315886,-44.1544761704611
328,1756.19834397,-1097.39452102,0,1685.11225754,-1092.7360548,-8.23358731688,-71.0860864275753,4.65846621746266,-8.23358731687898
329,1768.0011538,-1062.32226771,0,1846.3391689,-982.34311721,-54.0315230164,78.3380151029147,79.9791505046555,-54.0315230164433
330,1779.37620209,-1027.32332927,0,1814.54776517,-1054.44587984,-96.1168039236,35.1715630802867,-27.1225505722272,-96.1168039236259
331,1790.3288671,-992.395496111,0,1808.22999351,-917.119891685,-12.879979259,17.9011264114675,75.2756044257999,-12.8799792589913
332,1800.86431008,-957.53653881,0,1726.05461979,-1001.43181242,-29.7271665684,-74.8096902908008,-43.8952736111251,-29.7271665684154
333,1810.98747954,-922.744209543,0,1733.7438842,-1012.00234349,-11.9048998724,-77.2435953416115,-89.2581339487227,-11.9048998724243
334,1820.7031154,-888.016243483,0,1874.89498735,-801.27455453,87.6489058594,54.1918719508143,86.7416889527408,87.6489058594196
335,1830.01575283,-853.350360087,0,1786.12639045,-800.004838528,57.1862861497,-43.8893623784348,53.3455215593662,57.1862861496872
336,1838.92972605,-818.744264306,0,1810.80746006,-825.455271235,2.00553864993,-28.1222659936365,-6.7110069290014,2.00553864993267
337,1847.44917193,-784.19564771,0,1844.29368643,-834.384917242,-87.4426021907,-3.15548549253828,-50.1892695317989,-87.4426021906927
338,1855.57803331,-749.702189543,0,1763.20261562,-727.25120549,58.978565096,-92.3754176970398,22.4509840526632,58.9785650960099
339,1863.32006236,-715.261557702,0,1925.99764039,-768.841207973,59.3586996772,62.6775780294334,-53.5796502711792,59.3586996771852
340,1870.67882358,-680.871409655,0,1887.97018871,-776.156920908,84.822555256,17.2913651341952,-95.2855112530856,84.8225552560348
341,1877.65769675,-646.529393297,0,1931.63303222,-600.582830308,12.8646623752,53.9753354695046,45.9465629896141,12.864662375174
342,1884.25987973,-612.233147747,0,1913.38705726,-560.168938838,-51.8296078599,29.1271775267307,52.0642089086858,-51.8296078598603
343,1890.48839106,-577.980304087,0,1981.2268615,-492.135827525,-72.077563765,90.7384704437299,85.8444765616705,-72.0775637650042
344,1896.3460724,-543.768486063,0,1969.24701999,-590.902497115,-15.0002239528,72.9009475829063,-47.1340110519133,-15.0002239528184
345,1901.83559093,-509.595310727,0,1939.66129198,-529.36394385,-18.8188923134,37.825701045441,-19.7686331227425,-18.8188923134123
346,1906.95944146,-475.458389041,0,1853.5209212,-464.981567979,82.0594917311,-53.4385202573286,10.4768210616425,82.0594917310676
347,1911.71994847,-441.355326443,0,1962.9900553,-489.422042651,90.6400019835,51.2701068297277,-48.066716208426,90.6400019834648
348,1916.11926807,-407.283723371,0,1992.29815097,-506.347967252,-20.3702955551,76.1788828958611,-99.0642438808786,-20.3702955551343
349,1920.15938967,-373.241175758,0,1961.21828674,-381.638670847,-64.5537295289,41.058897075407,-8.39749508951309,-64.5537295289252
350,1923.84213765,-339.225275492,0,2001.1253884,-292.647752724,24.3184037199,77.2832507427785,46.5775227686284,24.3184037198798
351,1927.16917285,-305.233610853,0,1952.08918157,-388.268750267,75.9790466346,24.9200087163144,-83.0351394138934,75.9790466345706
352,1930.14199387,-271.263766913,0,1981.92715041,-171.371131899,-51.0672506933,51.7851565412887,99.8926350141883,-51.0672506933017
353,1932.76193835,-237.31332593,0,1874.09260318,-224.471090617,-4.68814527489,-58.6693351626236,12.8422353128915,-4.68814527489359
354,1935.03018399,-203.379867704,0,1966.38571707,-298.422246321,83.0776430739,31.3555330837907,-95.0423786164845,83.0776430738974
355,1936.94774957,-169.460969929,0,1908.74000358,-135.10089896,1.85264640339,-28.2077459882423,34.360070969565,1.85264640338742
356,1938.51549572,-135.554208519,0,2016.34783972,-102.818340859,-14.7894353929,77.8323439944535,32.7358676601757,-14.7894353928652
357,1939.73412567,-101.657157926,0,1975.23403195,-87.0034006353,-87.8871806021,35.4999062824191,14.6537572904801,-87.8871806021103
358,1940.60418575,-67.7673914454,0,1927.37389918,-154.06845044,-62.2625988082,-13.2302865708806,-86.30105899503,-62.2625988082334
359,1941.12606592,-33.8824815145,0,1877.4512408,-90.2111024854,97.2368565579,-63.6748251179357,-56.3286209709128,97.2368565578896
360,1941.3,0,0,1993.82534926,-81.0780058984,-61.2427444177,52.5253492558175,-81.0780058983617,-61.2427444177492
361,1941.12606592,33.8824815145,0,1986.19749839,103.03431091,-96.5088710604,45.0714324680747,69.1518293959817,-96.5088710604004
362,1940.60418575,67.7673914454,0,1957.92206605,-22.6927960701,40.5151618194,17.3178802951756,-90.4601875155455,40.5151618193605
363,1939.73412567,101.657157926,0,2035.28070587,198.890289558,27.1903412119,95.5465802050802,97.2331316321081,27.1903412119171
364,1938.51549572,135.554208519,0,1893.1614507,169.561000456,-7.29463768543,-45.354045021323,34.0067919365884,-7.29463768542939
365,1936.94774957,169.460969929,0,2002.14007356,166.562370298,-69.1739932228,65.1923239906968,-2.89859963132928,-69.1739932228321
366,1935.03018399,203.379867704,0,1867.47207733,140.897601807,25.1452196003,-67.5581066591729,-62.482265897665,25.1452196002994
367,1932.76193835,237.31332593,0,1951.11965513,309.187448551,-10.9471295003,18.3577167825235,71.8741226216747,-10.9471295003285
368,1930.14199387,271.263766913,0,1894.9031602,343.423719622,47.5449400259,-35.2388336732728,72.1599527091814,47.5449400259124
369,1927.16917285,305.233610853,0,1935.33943016,263.317016305,52.17680044,8.17025731460805,-41.9165945471749,52.1768004400315
370,1923.84213765,339.225275492,0,1899.15018215,291.836292078,-18.5534382574,-24.6919555028998,-47.3889834139516,-18.5534382574316
371,1920.15938967,373.241175758,0,1986.15874527,349.369676912,-81.1957865207,65.9993556002903,-23.8714988456831,-81.1957865206853
372,1916.11926807,407.283723371,0,1891.48055535,498.433741375,91.4936760217,-24.6387127243453,91.1500180048122,91.4936760216958
373,1911.71994847,441.355326443,0,1860.93436814,441.203758039,14.7106115864,-50.7855803352213,-0.15156840379835,14.7106115863794
374,1906.95944146,475.458389041,0,1852.52451785,563.517121296,95.8923579329,-54.4349236024689,88.0587322551504,95.892357932895
375,1901.83559093,509.595310727,0,1938.25728986,455.166322067,7.47870506174,36.4216989264684,-54.428988660069,7.47870506174135
376,1896.3460724,543.768486063,0,1960.45385704,592.418484613,-47.6333209662,64.1077846376739,48.64999855008,-47.6333209662098
377,1890.48839106,577.980304087,0,1892.76876318,607.505183038,-24.0724459033,2.2803721269037,29.5248789505921,-24.0724459032748
378,1884.25987973,612.233147747,0,1969.36674536,608.663331271,-88.0805886765,85.1068656237029,-3.56981647588151,-88.0805886765134
379,1877.65769675,646.529393297,0,1932.9973788,617.20403824,-1.84571995064,55.3396820513817,-29.3253550571916,-1.84571995063946
380,1870.67882358,680.871409655,0,1962.26350476,633.587242066,79.9516156374,91.5846811833502,-47.2841675889918,79.9516156374203
381,1863.32006236,715.261557702,0,1824.53624493,737.730270699,37.1391533057,-38.7838174357367,22.4687129970552,37.139153305697
382,1855.57803331,749.702189543,0,1805.89245641,768.359399983,27.7293301071,-49.6855769022536,18.6572104397137,27.7293301070878
383,1847.44917193,784.19564771,0,1905.99717079,695.955292832,-91.5500375227,58.5479988601707,-88.2403548778406,-91.5500375227418
384,1838.92972605,818.744264306,0,1828.43484353,774.171212757,-15.9412866657,-10.4948825259271,-44.5730515484721,-15.941286665746
385,1830.01575283,853.350360087,0,1751.5320706,892.622606009,-25.5201442674,-78.4836822273005,39.2722459218111,-25.5201442673733
386,1820.7031154,888.016243483,0,1842.83945069,831.338989748,86.0788878196,22.1363352873336,-56.6772537349414,86.0788878195697
387,1810.98747954,922.744209543,0,1742.70003866,938.501745481,7.13815387402,-68.2874408792339,15.7575359380252,7.1381538740182
388,1800.86431008,957.53653881,0,1730.84021032,953.736167129,-48.3497678476,-70.0240997514017,-3.80037168140271,-48.3497678476405
389,1790.3288671,992.395496111,0,1851.90419103,951.385985059,-88.6159143014,61.5753239337388,-41.0095110521066,-88.6159143013937
390,1779.37620209,1027.32332927,0,1796.15051056,1056.54559275,-43.0217520914,16.774308462833,29.222263485372,-43.0217520913601
391,1768.0011538,1062.32226771,0,1844.58075982,1003.43915417,18.2791728196,76.5796060161837,-58.8831135414738,18.2791728196034
392,1756.19834397,1097.39452102,0,1834.89630102,1014.70674685,18.2284164035,78.697957055766,-82.6877741678885,18.228416403512
393,1743.96217285,1132.5422773,0,1769.0616466,1162.71890079,29.0285707215,25.0994737522836,30.1766234923841,29.0285707215361
394,1731.2868146,1167.76770155,0,1831.06710738,1216.43831339,-42.2202187991,99.7802927832205,48.6706118447167,-42.2202187991445
395,1718.16621238,1203.0729338,0,1804.26524903,1203.07373799,-99.5543175563,86.0990366519523,0.000804183431384,-99.5543175563213
396,1704.59407332,1238.46008726,0,1796.77253268,1199.36312395,85.8443722406,92.178459357714,-39.0969633022795,85.8443722406236
397,1690.56386333,1273.93124617,0,1764.39835735,1332.5413342,-19.8219351266,73.8344940230609,58.6100880319252,-19.8219351265884
398,1676.06880157,1309.4884637,0,1680.41227445,1243.74969915,7.06245376266,4.34347288720367,-65.7387645502318,7.06245376265653
399,1661.10185483,1345.13375955,0,1654.60476105,1352.00642991,11.6082912733,-6.49709377691165,6.87267035745991,11.6082912732746
400,1645.65573166,1380.86911748,0,1742.84670433,1431.29733543,-49.2119755635,97.1909726685486,50.4282179519892,-49.2119755635085
401,1629.72287627,1416.69648266,0,1632.03964252,1326.96181473,-77.9205906883,2.31676625544517,-89.7346679240546,-77.9205906883203
402,1613.2954622,1452.61775881,0,1586.02994559,1551.21596482,-99.0815040877,-27.2655166102092,98.5982060077061,-99.0815040876548
403,1596.36538579,1488.63480524,0,1691.87737837,1581.30846311,76.3550247676,95.5119925708366,92.6736578655252,76.3550247676093
404,1578.92425941,1524.74943359,0,1631.39533311,1519.05581204,-87.1786189175,52.4710736953928,-5.69362154867686,-87.1786189175392
405,1560.96340442,1560.96340442,0,1660.13719598,1521.13594921,47.7052246082,99.1737915555402,-39.8274552084276,47.7052246082343
406,1542.47384394,1597.27842363,0,1526.57535342,1560.86364319,55.7240336741,-15.8984905184205,-36.4147804368506,55.724033674087
407,1523.44629532,1633.69613851,0,1567.99167523,1572.04585312,88.8033928135,44.5453799098995,-61.6502853910955,88.8033928135202
408,1503.87116244,1670.2181337,0,1555.39392632,1707.07484335,31.3001690183,51.522763877158,36.8567096499466,31.3001690183201
409,1483.73852765,1706.84592679,0,1426.94323423,1628.75324959,-47.0688328531,-56.795293427706,-78.0926772026857,-47.068832853086
410,1463.03814354,1743.58096367,0,1394.71287209,1688.25818954,40.9097399639,-68.3252714520393,-55.3227741343099,40.9097399639202
411,1441.75942441,1780.42461361,0,1472.38065356,1784.80564586,77.8579513556,30.6212291548584,4.38103225174496,77.8579513555949
412,1419.89143745,1817.37816399,0,1354.73880027,1872.95147725,-30.6703302918,-65.1526371881364,55.5733132580863,-30.6703302918084
413,1397.42289375,1854.44281476,0,1302.16035823,1817.64955976,-20.3931848501,-95.2625355213941,-36.7932549986797,-20.3931848500689
414,1374.34213888,1891.6196725,0,1379.95615737,1810.3207495,48.2305177215,5.61401848582845,-81.2989230000953,48.2305177215203
415,1350.63714336,1928.90974413,0,1321.37449638,1893.39424075,87.222978583,-29.2626469887409,-35.5155033801885,87.2229785830293
416,1326.29549275,1966.31393026,0,1289.65478602,1993.94946116,48.7218983653,-36.6407067327353,27.6355308936387,48.7218983653367
417,1301.30437746,2003.83301812,0,1241.69292096,2040.24553505,-44.1903647402,-59.6114565071118,36.412516934902,-44.1903647402229
418,1275.65058239,2041.46767399,0,1188.6418569,2106.04301622,-20.683186024,-87.008725493115,64.5753422288514,-20.6831860239593
419,1249.32047612,2079.21843529,0,1295.35429809,2008.15041334,-62.8075713844,46.0338219727128,-71.0680219530706,-62.8075713844019
420,1222.3,2117.08570209,0,1234.87974666,2193.250213,48.8033911732,12.5797466563604,76.1645109114962,48.8033911731858
421,1194.57465682,2155.06972814,0,1207.86532764,2060.54122122,69.2689799768,13.2906708151516,-94.5285069208458,69.2689799768098
422,1166.12949931,2193.17061137,0,1258.1776649,2182.32806216,-57.7797218339,92.0481655975408,-10.8425492046987,-57.7797218338818
423,1136.94911828,2231.38828375,0,1084.60613037,2222.79379427,66.9189352709,-52.3429879067846,-8.59448948036901,66.9189352709209
