2020.08134755,39.5373561352
1866.82269802,8.19269067476
1896.88313344,138.417439934
1913.32989819,101.040832544
1875.45713037,196.914547958
1653.67132417,80.2498059199
1936.5617746,100.818116841
1934.5268164,119.722101304
1936.02717113,145.995344088
1935.34880715,179.874409133
1944.97726502,223.937624087
1957.71960881,255.787056044
1938.91822684,310.828389159
1934.46617742,345.826769997
1926.76984805,400.728406738
1934.25734653,451.652155904
1926.41706859,476.761485147
1923.57532276,503.13958017
1907.56828176,518.488129314
1916.37095312,558.046681908
1906.06094812,586.960395567
1905.92900082,595.60232957
1888.50592981,635.750742717
1883.51019531,664.887131869
1873.16771532,686.660426317
1866.80246483,735.246120923
1852.36776878,752.317151152
1836.24711819,788.062355387
1801.60303513,828.094219352
1811.91524633,842.438531425
1809.97895064,890.49571679
1784.72783288,931.212843116
1768.78285294,956.375170975
1746.68112892,985.342654188
1746.9308724,1030.54464573
1760.03339127,1087.1911011
1729.35291,1127.84597058
1718.90112311,1142.11357795
1720.45666707,1195.67983251
1713.78786409,1242.78523149
1714.27295785,1286.18610728
1701.43235233,1320.49883316
1677.39863513,1349.15554098
1677.25654456,1396.48637899
1653.60209255,1444.84339525
1638.11326972,1478.87836572
1623.81517192,1523.39375379
1609.93516583,1563.11652844
1593.89354023,1595.15817134
1575.15716677,1635.68325584
1541.22677399,1658.13359693
1524.861595,1695.09829786
1508.52310049,1732.43845164
1500.83681563,1767.87288594
1481.50316858,1792.33373643
1441.57441973,1841.63911569
1406.98823591,1882.58155867
1378.66349465,1920.71763775
1342.84864946,1953.70048991
1296.77380371,1983.74667016
1261.81331035,1999.42499077
1230.53200315,2058.42093729
1220.05199699,2084.70770632
1208.94788759,2110.03654724
1205.60187818,2145.33974809
1184.46311123,2186.13526532
1165.30505317,2225.70544702
1132.51847027,2281.44482978
1095.20800457,2320.55123423
1048.38149926,2362.82217072
999.903263753,2400.17537522
961.883917149,2434.04230927
935.795720451,2477.35471442
905.959391365,2497.22913574
875.228375669,2529.35729431
852.258143926,2562.86391273
812.829712652,2615.60683052
781.976210341,2655.85091277
731.53094796,2706.3018189
697.323207221,2752.90346817
660.920932187,2793.17866157
615.366698633,2824.01673564
560.552884766,2853.53114964
524.173563967,2876.74260619
491.065789138,2924.82049125
445.364939491,2978.37876712
378.057540985,3013.63405752
331.360272066,3061.73456458
277.141928938,3118.58185167
235.922187735,3162.41715679
195.075231376,3194.80027792
132.940077331,3228.29702213
78.8457971927,3245.66705174
29.1439093503,3270.98001798
-29.5079491183,3312.42208771
-91.336197317,3339.65843592
-162.687594206,3394.52897027
-233.599807427,3441.78892603
-293.569601333,3479.39011838
-360.154440176,3521.19970631
-411.534487399,3568.89072577
-481.841239847,3602.57157021
-552.52376081,3633.6896336
-630.208376482,3659.12051754
-701.86420592,3707.99014794
-780.885213471,3744.08560753
-872.095179974,3794.74629828
-971.477445101,3835.71946384
-1070.03774414,3891.1912387
-1152.99849542,3932.66178656
-1222.23682745,3980.31717725
-1325.51216027,4014.87607977
-1420.24331602,4041.07115311
-1499.65449181,4088.01900966
-1588.55212951,4131.63439869
-1681.60073115,4166.98391689
-1790.74244554,4223.31156439
-1905.8078469,4238.63453453
-2000.54369709,4258.59292375
-2097.31918117,4316.30841859
-2208.38642405,4320.20513935
-2310.64241499,4349.74497913
-2417.03236629,4355.28257711
-2510.5979301,4364.51395302
-2623.07729099,4411.69372066
-2749.52762395,4442.83410014
-2894.41143942,4440.37768219
-3010.50346095,4467.04541112
-3153.60215119,4490.09075047
-3297.27614789,4526.7658464
-3442.80725483,4547.98960367
-3586.77241636,4564.95742007
-3733.90548425,4585.63202604
-3862.93710144,4617.55713559
-4028.68131709,4630.63190862
-4172.69473086,4634.77389882
-4334.31427874,4639.70822064
-4482.87115216,4656.5811003
-4632.20594674,4644.2992547
-4795.67128602,4633.75718917
-4965.39121504,4623.8990364
-5134.50510671,4622.06748815
-5318.11526811,4596.05126912
-5471.43575802,4570.34414706
-5641.77454062,4536.95345539
-5838.0534401,4505.58892078
-5993.16571715,4488.94870927
-6182.25708686,4456.52130808
-6356.79797388,4415.70619604
-6517.56219975,4367.93099239
-6714.09090462,4339.81220851
-6921.07409641,4282.21208362
-7087.60867851,4235.81599449
-7284.93418522,4158.73800326
-7447.98468318,4091.39733663
-7635.43561852,4033.6637297
-7831.26685104,3962.47420856
-8019.20168723,3859.80734937
-8200.10857993,3780.83701815
-8396.32512583,3699.15822239
-8578.24440631,3625.103599
-8762.92685735,3514.6285181
-8915.5957299,3401.24286272
-9068.45683342,3283.89737181
-9215.39249971,3183.32742469
-9380.09178082,3064.31386471
-9518.34327122,2929.97966092
-9669.84538612,2770.81861005
-9821.01340028,2623.8323249
-9965.03666578,2456.806578
-10116.9473792,2308.34933716
-10237.1853811,2148.39733856
-10351.5035383,1980.9728668
-10453.2959107,1794.72889305
-10552.2125217,1646.79434004
-10636.9126656,1489.10972555
-10736.0054687,1310.68567027
-10802.9756835,1142.09670641
-10878.7792395,940.590889431
-10918.3903278,753.318732405
-10982.8011954,582.425601059
-11008.9041277,381.384983285
-11032.0036988,187.452914108
-11019.1026242,19.3554744161
-10995.8906489,-166.627934048
-10979.9329588,-349.845671234
-10951.8433459,-530.323744436
-10900.5807772,-721.96469716
-10837.4526361,-917.715731642
-10778.9684031,-1101.24167552
-10716.2187019,-1286.6292074
-10634.8150181,-1481.23785326
-10550.0668755,-1645.84206552
-10454.9147245,-1836.19761395
-10361.7125513,-2014.97553265
-10249.3847573,-2157.23231781
-10119.5601961,-2317.13671537
-9983.54762554,-2488.92467592
-9863.12616724,-2645.42531968
-9705.13363258,-2791.40202204
-9535.66348634,-2917.16096401
-9381.32251871,-3054.53697892
-9227.53197355,-3189.24483091
-9066.16182012,-3309.24558706
-8911.46589588,-3409.59841256
-8726.42917705,-3517.89105655
-8554.05268523,-3616.05057286
-8403.38718461,-3701.23005191
-8206.29433354,-3773.16587478
-8024.15358973,-3872.84656985
-7825.19609833,-3944.09047525
-7635.37847674,-4033.16639386
-7468.06307424,-4101.0785317
-7281.60908689,-4182.50173605
-7085.48315148,-4250.31066284
-6901.9077029,-4322.34878357
-6724.04565819,-4348.90404762
-6539.31964623,-4410.01051935
-6341.18066309,-4444.40267434
-6137.89738026,-4470.3267977
-5969.33231224,-4488.27025114
-5781.75488062,-4512.14560148
-5612.04737071,-4516.64213334
-5440.17771605,-4561.34587662
-5267.80068453,-4570.01236238
-5117.69802698,-4585.44845317
-4952.06641432,-4607.86195428
-4778.07448112,-4607.63409405
-4615.46683341,-4609.26938416
-4447.71377389,-4613.90060384
-4283.46423351,-4593.47424712
-4136.36037537,-4578.85889641
-3977.90516973,-4565.74539159
-3844.66603034,-4551.00704273
-3710.02063382,-4546.13209914
-3564.7711137,-4541.99066228
-3433.03801148,-4523.0156078
-3289.7570189,-4526.97748457
-3156.67719522,-4521.13024559
-3023.21198575,-4488.1525429
-2887.49332605,-4460.41448064
-2745.59879523,-4436.76288154
-2636.08429884,-4404.54818484
-2525.18804811,-4389.67911456
-2409.95298569,-4340.44599935
-2293.11977953,-4313.89588421
-2170.16243483,-4302.55981194
-2082.04198595,-4274.67592441
-1980.26502014,-4240.35323003
-1868.14296457,-4216.15780457
-1770.44532341,-4187.64540654
-1687.01769407,-4149.16905565
-1610.36230903,-4123.90465529
-1520.85407474,-4093.10695359
-1409.44068042,-4051.88701393
-1310.34331299,-4027.60178671
-1224.51877847,-3991.80539223
-1130.21231183,-3951.54556101
-1024.58268897,-3919.49046089
-921.60462616,-3873.92907048
-842.571886894,-3818.29462863
-771.890265934,-3782.84810833
-699.582896733,-3732.44660617
-620.05992985,-3680.1226349
-539.535557474,-3645.61271752
-482.936447424,-3606.95907321
-424.870990889,-3570.62241159
-351.028935215,-3520.61509494
-290.127967986,-3464.61693527
-217.512062024,-3425.06892379
-165.933469636,-3391.13526956
-113.455426025,-3354.48303741
-44.0498268948,-3326.78305673
2.33506460319,-3285.48641014
37.6272999484,-3261.22519246
100.940053086,-3247.2917014
129.585986665,-3216.75479539
185.584662434,-3172.50813568
252.805892181,-3124.22647039
303.345935772,-3080.21125347
353.941121125,-3041.10408301
422.304685182,-3010.08535209
465.203252923,-2969.6812918
527.778533874,-2933.17384613
575.839801017,-2910.04701232
612.11337584,-2858.85911655
653.650615752,-2805.97845452
715.261006819,-2750.94553827
728.818675576,-2706.61381149
757.32284516,-2656.31195518
782.772123988,-2604.86899517
814.130649623,-2559.22940127
858.100028703,-2525.95700553
884.511576297,-2509.03053624
901.794222347,-2467.00190953
939.169996514,-2422.19689711
997.842570004,-2373.90090244
1036.73912034,-2329.95495218
1081.77480936,-2294.08822866
1095.99594179,-2258.5401455
1130.48445829,-2215.47042554
1166.17516259,-2184.81139621
1194.10766121,-2149.42665929
1208.46939648,-2105.70568623
1230.39517445,-2066.31229889
1249.43711574,-2018.78216583
1296.082915,-1968.90502375
1312.65434696,-1910.50478536
1328.50980427,-1875.83669796
1372.74014941,-1828.3695118
1396.03011122,-1800.78481678
1437.81636496,-1774.42208445
1463.63929358,-1736.051263
1473.07504331,-1701.98389914
1508.22507732,-1667.0051932
1538.53083885,-1619.23542221
1549.41111044,-1589.59799154
1559.84766017,-1551.73136305
1568.61857759,-1504.19562396
1582.20066229,-1474.19680888
1606.82879741,-1443.08170178
1618.44371934,-1408.6004082
1645.54996257,-1390.78794329
1649.84870529,-1343.03873701
1670.27494777,-1299.95746214
1679.65382497,-1291.50124269
1680.2905662,-1256.76100055
1697.06646313,-1222.73593503
1701.05093095,-1190.22148711
1716.92089789,-1145.58577182
1752.4303328,-1129.92817543
1775.44730753,-1098.69524261
1779.11269141,-1041.82887626
1789.66757433,-998.000431845
