1791.21063905,-976.578625895
1818.93952378,-938.332109151
1804.10971601,-906.226103005
1794.93465079,-877.776351756
1807.08955234,-859.850944248
1838.74549458,-823.710726679
1865.4556777,-799.824480691
1873.06828466,-753.646957652
1886.83891327,-736.590701837
1903.91659455,-697.271952266
1924.44021189,-638.608536871
1914.43115087,-593.595485434
1914.96304108,-579.715883567
1903.9829321,-548.043321405
1908.93342033,-525.040236258
1915.79512488,-480.022504874
1912.46278992,-463.378819826
1915.16625819,-432.565322616
1935.05297695,-394.060476688
1936.90257369,-337.718782751
1941.1368248,-308.546883729
1947.22985423,-275.584382283
1917.81528781,52.9055310982
1917.81528781,52.9055310982
1917.81528781,52.9055310982
1917.81528781,52.9055310982
1917.81528781,52.9055310982
1374.81359231,-45.7232296899
1094.17539815,-8.05341711604
807.770562046,3.32619364397
544.075489311,9.406586755
273.973612544,7.55793301403
